,id,infinitive,definition,mood,subject,tense,answer,translation
5346,5346,to defend,defender,Perfecto,you,Presente,have defended,has defendido
5347,5347,to defend,defender,Perfecto,you,Pasado,had defended,habías defendido
5348,5348,to defend,defender,Perfecto,you,Futuro,will have defended,habrás defendido
5349,5349,to defend,defender,Perfecto,they,Presente,have defended,ellos han defendido
5350,5350,to defend,defender,Perfecto,they,Pasado,had defended,ellos habían defendido
5351,5351,to defend,defender,Perfecto,they,Futuro,will have defended,habrán defendido
5352,5352,to defend,defender,Imperativo,you,Afirmativo,defend,defender
5353,5353,to defend,defender,Imperativo,you,Negativo,don't defend,no defiendas
5354,5354,to defend,defender,Imperativo,we,Afirmativo,let's defend,defendamos
5355,5355,to defend,defender,Imperativo,we,Negativo,let's not defend,no defendamos
5356,5356,to defend,defender,Imperativo,you,Afirmativo,defend,defender
5357,5357,to defend,defender,Imperativo,you,Negativo,don't defend,no defiendas
5358,5358,to defend,defender,Continuo,I,Presente,am defending,estoy defendiendo
5359,5359,to defend,defender,Continuo,I,Pasado,was defending,yo estaba defendiendo
5360,5360,to defend,defender,Continuo,I,Futuro,will be defending,yo estare defendiendo
5361,5361,to defend,defender,Continuo,you,Presente,are defending,estas defendiendo
5362,5362,to defend,defender,Continuo,you,Pasado,were defending,estabas defendiendo
5363,5363,to defend,defender,Continuo,you,Futuro,will be defending,estarás defendiendo
5364,5364,to defend,defender,Continuo,he,Presente,is defending,el esta defendiendo
5365,5365,to defend,defender,Continuo,she,Presente,is defending,ella esta defendiendo
5366,5366,to defend,defender,Continuo,he,Pasado,was defending,el estaba defendiendo
5367,5367,to defend,defender,Continuo,she,Pasado,was defending,ella estaba defendiendo
5368,5368,to defend,defender,Continuo,he,Futuro,will be defending,él estará defendiendo
5369,5369,to defend,defender,Continuo,she,Futuro,will be defending,ella estará defendiendo
5370,5370,to defend,defender,Continuo,we,Presente,are defending,estamos defendiendo
5371,5371,to defend,defender,Continuo,we,Pasado,were defending,estábamos defendiendo
5372,5372,to defend,defender,Continuo,we,Futuro,will be defending,estaremos defendiendo
5373,5373,to defend,defender,Continuo,you,Presente,are defending,estas defendiendo
5374,5374,to defend,defender,Continuo,you,Pasado,were defending,estabas defendiendo
5375,5375,to defend,defender,Continuo,you,Futuro,will be defending,estarás defendiendo
5376,5376,to defend,defender,Continuo,they,Presente,are defending,ellos están defendiendo
5377,5377,to defend,defender,Continuo,they,Pasado,were defending,estaban defendiendo
5378,5378,to defend,defender,Continuo,they,Futuro,will be defending,ellos estarán defendiendo
5379,5379,to defend,defender,Continuo Perfecto,I,Presente,have been defending,he estado defendiendo
5380,5380,to defend,defender,Continuo Perfecto,I,Pasado,had been defending,había estado defendiendo
5381,5381,to defend,defender,Continuo Perfecto,I,Futuro,will have been defending,habré defendido
5382,5382,to defend,defender,Continuo Perfecto,you,Presente,have been defending,has estado defendiendo
5383,5383,to defend,defender,Continuo Perfecto,you,Pasado,had been defending,habías estado defendiendo
5384,5384,to defend,defender,Continuo Perfecto,you,Futuro,will have been defending,habrás estado defendiendo
5385,5385,to defend,defender,Continuo Perfecto,he,Presente,has been defending,el ha estado defendiendo
5386,5386,to defend,defender,Continuo Perfecto,she,Presente,has been defending,ella ha estado defendiendo
5387,5387,to defend,defender,Continuo Perfecto,he,Pasado,had been defending,el había estado defendiendo
5388,5388,to defend,defender,Continuo Perfecto,she,Pasado,had been defending,ella había estado defendiendo
5389,5389,to defend,defender,Continuo Perfecto,he,Futuro,will have been defending,él habrá estado defendiendo
5390,5390,to defend,defender,Continuo Perfecto,she,Futuro,will have been defending,ella habrá estado defendiendo
5391,5391,to defend,defender,Continuo Perfecto,we,Presente,have been defending,hemos estado defendiendo
5392,5392,to defend,defender,Continuo Perfecto,we,Pasado,had been defending,habíamos estado defendiendo
5393,5393,to defend,defender,Continuo Perfecto,we,Futuro,will have been defending,habremos estado defendiendo
5394,5394,to defend,defender,Continuo Perfecto,you,Presente,have been defending,has estado defendiendo
5395,5395,to defend,defender,Continuo Perfecto,you,Pasado,had been defending,habías estado defendiendo
5396,5396,to defend,defender,Continuo Perfecto,you,Futuro,will have been defending,habrás estado defendiendo
5397,5397,to defend,defender,Continuo Perfecto,they,Presente,have been defending,han estado defendiendo
5398,5398,to defend,defender,Continuo Perfecto,they,Pasado,had been defending,habían estado defendiendo
5399,5399,to defend,defender,Continuo Perfecto,they,Futuro,will have been defending,habrán estado defendiendo
5400,5400,to leave,"irse de, dejar",Indicativo,I,Presente,leave,dejo
5401,5401,to leave,"irse de, dejar",Indicativo,I,Pasado,left,me fui
5402,5402,to leave,"irse de, dejar",Indicativo,I,Futuro,will leave,me iré
5403,5403,to leave,"irse de, dejar",Indicativo,you,Presente,leave,te vas
5404,5404,to leave,"irse de, dejar",Indicativo,you,Pasado,left,te fuiste
5405,5405,to leave,"irse de, dejar",Indicativo,you,Futuro,will leave,te irás
5406,5406,to leave,"irse de, dejar",Indicativo,he,Presente,leaves,él se va
5407,5407,to leave,"irse de, dejar",Indicativo,she,Presente,leaves,ella se va
5408,5408,to leave,"irse de, dejar",Indicativo,he,Pasado,left,salió
5409,5409,to leave,"irse de, dejar",Indicativo,she,Pasado,left,ella se fue
5410,5410,to leave,"irse de, dejar",Indicativo,he,Futuro,will leave,se ira
5411,5411,to leave,"irse de, dejar",Indicativo,she,Futuro,will leave,ella se irá
5412,5412,to leave,"irse de, dejar",Indicativo,we,Presente,leave,salimos
5413,5413,to leave,"irse de, dejar",Indicativo,we,Pasado,left,nos fuimos
5414,5414,to leave,"irse de, dejar",Indicativo,we,Futuro,will leave,nos iremos
5415,5415,to leave,"irse de, dejar",Indicativo,you,Presente,leave,te vas
5416,5416,to leave,"irse de, dejar",Indicativo,you,Pasado,left,te fuiste
5417,5417,to leave,"irse de, dejar",Indicativo,you,Futuro,will leave,te irás
5418,5418,to leave,"irse de, dejar",Indicativo,they,Presente,leave,se fueron
5419,5419,to leave,"irse de, dejar",Indicativo,they,Pasado,left,se fueron
5420,5420,to leave,"irse de, dejar",Indicativo,they,Futuro,will leave,se irán
5421,5421,to leave,"irse de, dejar",Perfecto,I,Presente,have left,me he ido
5422,5422,to leave,"irse de, dejar",Perfecto,I,Pasado,had left,me había ido
5423,5423,to leave,"irse de, dejar",Perfecto,I,Futuro,will have left,me habré ido
5424,5424,to leave,"irse de, dejar",Perfecto,you,Presente,have left,te has ido
5425,5425,to leave,"irse de, dejar",Perfecto,you,Pasado,had left,te habias ido
5426,5426,to leave,"irse de, dejar",Perfecto,you,Futuro,will have left,te habrás ido
5427,5427,to leave,"irse de, dejar",Perfecto,he,Presente,has left,se fue
5428,5428,to leave,"irse de, dejar",Perfecto,she,Presente,has left,ella se ha ido
5429,5429,to leave,"irse de, dejar",Perfecto,he,Pasado,had left,él se ha ido
5430,5430,to leave,"irse de, dejar",Perfecto,she,Pasado,had left,ella se había ido
5431,5431,to leave,"irse de, dejar",Perfecto,he,Futuro,will have left,se habrá ido
5432,5432,to leave,"irse de, dejar",Perfecto,she,Futuro,will have left,ella se habrá ido
5433,5433,to leave,"irse de, dejar",Perfecto,we,Presente,have left,nos hemos ido
5434,5434,to leave,"irse de, dejar",Perfecto,we,Pasado,had left,nos habíamos ido
5435,5435,to leave,"irse de, dejar",Perfecto,we,Futuro,will have left,nos habremos ido
5436,5436,to leave,"irse de, dejar",Perfecto,you,Presente,have left,te has ido
5437,5437,to leave,"irse de, dejar",Perfecto,you,Pasado,had left,te habias ido
5438,5438,to leave,"irse de, dejar",Perfecto,you,Futuro,will have left,te habrás ido
5439,5439,to leave,"irse de, dejar",Perfecto,they,Presente,have left,ellos han abandonado
5440,5440,to leave,"irse de, dejar",Perfecto,they,Pasado,had left,ellos se fueron
5441,5441,to leave,"irse de, dejar",Perfecto,they,Futuro,will have left,habrán dejado
5442,5442,to leave,"irse de, dejar",Imperativo,you,Afirmativo,leave,salir
5443,5443,to leave,"irse de, dejar",Imperativo,you,Negativo,don't leave,no te vayas
5444,5444,to leave,"irse de, dejar",Imperativo,we,Afirmativo,let's leave,vámonos
5445,5445,to leave,"irse de, dejar",Imperativo,we,Negativo,let's not leave,no nos vayamos
5446,5446,to leave,"irse de, dejar",Imperativo,you,Afirmativo,leave,salir
5447,5447,to leave,"irse de, dejar",Imperativo,you,Negativo,don't leave,no te vayas
5448,5448,to leave,"irse de, dejar",Continuo,I,Presente,am leaving,me voy
5449,5449,to leave,"irse de, dejar",Continuo,I,Pasado,was leaving,me estaba yendo
5450,5450,to leave,"irse de, dejar",Continuo,I,Futuro,will be leaving,me iré
5451,5451,to leave,"irse de, dejar",Continuo,you,Presente,are leaving,te marchas
5452,5452,to leave,"irse de, dejar",Continuo,you,Pasado,were leaving,te estabas yendo
5453,5453,to leave,"irse de, dejar",Continuo,you,Futuro,will be leaving,te irás
5454,5454,to leave,"irse de, dejar",Continuo,he,Presente,is leaving,el se va
5455,5455,to leave,"irse de, dejar",Continuo,she,Presente,is leaving,ella se está yendo
5456,5456,to leave,"irse de, dejar",Continuo,he,Pasado,was leaving,se estaba yendo
5457,5457,to leave,"irse de, dejar",Continuo,she,Pasado,was leaving,ella se estaba yendo
5458,5458,to leave,"irse de, dejar",Continuo,he,Futuro,will be leaving,él se irá
5459,5459,to leave,"irse de, dejar",Continuo,she,Futuro,will be leaving,ella se ira
5460,5460,to leave,"irse de, dejar",Continuo,we,Presente,are leaving,nos vamos
5461,5461,to leave,"irse de, dejar",Continuo,we,Pasado,were leaving,nos íbamos
5462,5462,to leave,"irse de, dejar",Continuo,we,Futuro,will be leaving,nos iremos
5463,5463,to leave,"irse de, dejar",Continuo,you,Presente,are leaving,te marchas
5464,5464,to leave,"irse de, dejar",Continuo,you,Pasado,were leaving,te estabas yendo
5465,5465,to leave,"irse de, dejar",Continuo,you,Futuro,will be leaving,te irás
5466,5466,to leave,"irse de, dejar",Continuo,they,Presente,are leaving,ellos se van
5467,5467,to leave,"irse de, dejar",Continuo,they,Pasado,were leaving,se estaban yendo
5468,5468,to leave,"irse de, dejar",Continuo,they,Futuro,will be leaving,se irán
5469,5469,to leave,"irse de, dejar",Continuo Perfecto,I,Presente,have been leaving,me he ido
5470,5470,to leave,"irse de, dejar",Continuo Perfecto,I,Pasado,had been leaving,me habia ido
5471,5471,to leave,"irse de, dejar",Continuo Perfecto,I,Futuro,will have been leaving,me habré ido
5472,5472,to leave,"irse de, dejar",Continuo Perfecto,you,Presente,have been leaving,te has ido
5473,5473,to leave,"irse de, dejar",Continuo Perfecto,you,Pasado,had been leaving,te habias ido
5474,5474,to leave,"irse de, dejar",Continuo Perfecto,you,Futuro,will have been leaving,te habrás ido
5475,5475,to leave,"irse de, dejar",Continuo Perfecto,he,Presente,has been leaving,se ha ido
5476,5476,to leave,"irse de, dejar",Continuo Perfecto,she,Presente,has been leaving,ella se ha ido
5477,5477,to leave,"irse de, dejar",Continuo Perfecto,he,Pasado,had been leaving,se habia ido
5478,5478,to leave,"irse de, dejar",Continuo Perfecto,she,Pasado,had been leaving,ella se había ido
5479,5479,to leave,"irse de, dejar",Continuo Perfecto,he,Futuro,will have been leaving,se habrá ido
5480,5480,to leave,"irse de, dejar",Continuo Perfecto,she,Futuro,will have been leaving,ella se habrá ido
5481,5481,to leave,"irse de, dejar",Continuo Perfecto,we,Presente,have been leaving,nos hemos ido
5482,5482,to leave,"irse de, dejar",Continuo Perfecto,we,Pasado,had been leaving,habíamos estado saliendo
5483,5483,to leave,"irse de, dejar",Continuo Perfecto,we,Futuro,will have been leaving,habremos sido dejando
5484,5484,to leave,"irse de, dejar",Continuo Perfecto,you,Presente,have been leaving,te has ido
5485,5485,to leave,"irse de, dejar",Continuo Perfecto,you,Pasado,had been leaving,te habias ido
5486,5486,to leave,"irse de, dejar",Continuo Perfecto,you,Futuro,will have been leaving,te habrás ido
5487,5487,to leave,"irse de, dejar",Continuo Perfecto,they,Presente,have been leaving,que han abandonado
5488,5488,to leave,"irse de, dejar",Continuo Perfecto,they,Pasado,had been leaving,se habían ido
5489,5489,to leave,"irse de, dejar",Continuo Perfecto,they,Futuro,will have been leaving,habrán estado saliendo
5490,5490,to have breakfast,desayunar,Indicativo,I,Presente,have breakfast,tomo el desayuno
5491,5491,to have breakfast,desayunar,Indicativo,I,Pasado,had breakfast,desayuné
5492,5492,to have breakfast,desayunar,Indicativo,I,Futuro,will have breakfast,voy a desayunar
5493,5493,to have breakfast,desayunar,Indicativo,you,Presente,have breakfast,tienes el desayuno
5494,5494,to have breakfast,desayunar,Indicativo,you,Pasado,had breakfast,te tomaste el desayuno
5495,5495,to have breakfast,desayunar,Indicativo,you,Futuro,will have breakfast,vas a desayunar
5496,5496,to have breakfast,desayunar,Indicativo,he,Presente,has breakfast,él desayunó
5497,5497,to have breakfast,desayunar,Indicativo,she,Presente,has breakfast,ella desayuna
5498,5498,to have breakfast,desayunar,Indicativo,he,Pasado,had breakfast,él desayunó
5499,5499,to have breakfast,desayunar,Indicativo,she,Pasado,had breakfast,ella desayunó
5500,5500,to have breakfast,desayunar,Indicativo,he,Futuro,will have breakfast,él desayunará
5501,5501,to have breakfast,desayunar,Indicativo,she,Futuro,will have breakfast,ella desayunará
5502,5502,to have breakfast,desayunar,Indicativo,we,Presente,have breakfast,nosotros tenemos desayuno
5503,5503,to have breakfast,desayunar,Indicativo,we,Pasado,had breakfast,desayunamos
5504,5504,to have breakfast,desayunar,Indicativo,we,Futuro,will have breakfast,vamos a desayunar
5505,5505,to have breakfast,desayunar,Indicativo,you,Presente,have breakfast,tienes el desayuno
5506,5506,to have breakfast,desayunar,Indicativo,you,Pasado,had breakfast,te tomaste el desayuno
5507,5507,to have breakfast,desayunar,Indicativo,you,Futuro,will have breakfast,vas a desayunar
5508,5508,to have breakfast,desayunar,Indicativo,they,Presente,have breakfast,ellos desayunan
5509,5509,to have breakfast,desayunar,Indicativo,they,Pasado,had breakfast,ellos desayunaron
5510,5510,to have breakfast,desayunar,Indicativo,they,Futuro,will have breakfast,ellos desayunarán
5511,5511,to have breakfast,desayunar,Perfecto,I,Presente,have had breakfast,he desayunado
5512,5512,to have breakfast,desayunar,Perfecto,I,Pasado,had had breakfast,había desayunado
5513,5513,to have breakfast,desayunar,Perfecto,I,Futuro,will have had breakfast,habré desayunado
5514,5514,to have breakfast,desayunar,Perfecto,you,Presente,have had breakfast,has desayunado
5515,5515,to have breakfast,desayunar,Perfecto,you,Pasado,had had breakfast,habías desayunado
5516,5516,to have breakfast,desayunar,Perfecto,you,Futuro,will have had breakfast,habrás desayunado
5517,5517,to have breakfast,desayunar,Perfecto,he,Presente,has had breakfast,ha desayunado
5518,5518,to have breakfast,desayunar,Perfecto,she,Presente,has had breakfast,ella ha desayunado
5519,5519,to have breakfast,desayunar,Perfecto,he,Pasado,had had breakfast,habia desayunado
5520,5520,to have breakfast,desayunar,Perfecto,she,Pasado,had had breakfast,ella había desayunado
5521,5521,to have breakfast,desayunar,Perfecto,he,Futuro,will have had breakfast,habra desayunado
5522,5522,to have breakfast,desayunar,Perfecto,she,Futuro,will have had breakfast,ella habrá desayunado
5523,5523,to have breakfast,desayunar,Perfecto,we,Presente,have had breakfast,hemos desayunado
5524,5524,to have breakfast,desayunar,Perfecto,we,Pasado,had had breakfast,habíamos desayunado
5525,5525,to have breakfast,desayunar,Perfecto,we,Futuro,will have had breakfast,habremos desayunado
5526,5526,to have breakfast,desayunar,Perfecto,you,Presente,have had breakfast,has desayunado
5527,5527,to have breakfast,desayunar,Perfecto,you,Pasado,had had breakfast,habías desayunado
5528,5528,to have breakfast,desayunar,Perfecto,you,Futuro,will have had breakfast,habrás desayunado
5529,5529,to have breakfast,desayunar,Perfecto,they,Presente,have had breakfast,han desayunado
5530,5530,to have breakfast,desayunar,Perfecto,they,Pasado,had had breakfast,habían desayunado
5531,5531,to have breakfast,desayunar,Perfecto,they,Futuro,will have had breakfast,habrán desayunado
5532,5532,to have breakfast,desayunar,Imperativo,you,Afirmativo,have breakfast,desayunar
5533,5533,to have breakfast,desayunar,Imperativo,you,Negativo,don't have breakfast,no desayunar
5534,5534,to have breakfast,desayunar,Imperativo,we,Afirmativo,let's have breakfast,vamos a desayunar
5535,5535,to have breakfast,desayunar,Imperativo,we,Negativo,let's not have breakfast,no desayunemos
5536,5536,to have breakfast,desayunar,Imperativo,you,Afirmativo,have breakfast,desayunar
5537,5537,to have breakfast,desayunar,Imperativo,you,Negativo,don't have breakfast,no desayunar
5538,5538,to have breakfast,desayunar,Continuo,I,Presente,am having breakfast,estoy desayunando
5539,5539,to have breakfast,desayunar,Continuo,I,Pasado,was having breakfast,yo estaba desayunando
5540,5540,to have breakfast,desayunar,Continuo,I,Futuro,will be having breakfast,estaré desayunando
5541,5541,to have breakfast,desayunar,Continuo,you,Presente,are having breakfast,estas desayunando
5542,5542,to have breakfast,desayunar,Continuo,you,Pasado,were having breakfast,estabas desayunando
5543,5543,to have breakfast,desayunar,Continuo,you,Futuro,will be having breakfast,estarás desayunando
5544,5544,to have breakfast,desayunar,Continuo,he,Presente,is having breakfast,él está desayunando
5545,5545,to have breakfast,desayunar,Continuo,she,Presente,is having breakfast,ella esta desayunando
5546,5546,to have breakfast,desayunar,Continuo,he,Pasado,was having breakfast,estaba desayunando
5547,5547,to have breakfast,desayunar,Continuo,she,Pasado,was having breakfast,ella estaba desayunando
5548,5548,to have breakfast,desayunar,Continuo,he,Futuro,will be having breakfast,él estará desayunando
5549,5549,to have breakfast,desayunar,Continuo,she,Futuro,will be having breakfast,ella va a desayunar
5550,5550,to have breakfast,desayunar,Continuo,we,Presente,are having breakfast,estamos desayunando
5551,5551,to have breakfast,desayunar,Continuo,we,Pasado,were having breakfast,estábamos desayunando
5552,5552,to have breakfast,desayunar,Continuo,we,Futuro,will be having breakfast,estaremos desayunando
5553,5553,to have breakfast,desayunar,Continuo,you,Presente,are having breakfast,estas desayunando
5554,5554,to have breakfast,desayunar,Continuo,you,Pasado,were having breakfast,estabas desayunando
5555,5555,to have breakfast,desayunar,Continuo,you,Futuro,will be having breakfast,estarás desayunando
5556,5556,to have breakfast,desayunar,Continuo,they,Presente,are having breakfast,están desayunando
5557,5557,to have breakfast,desayunar,Continuo,they,Pasado,were having breakfast,estaban desayunando
5558,5558,to have breakfast,desayunar,Continuo,they,Futuro,will be having breakfast,ellos estan desayunando
5559,5559,to have breakfast,desayunar,Continuo Perfecto,I,Presente,have been having breakfast,he estado desayunando
5560,5560,to have breakfast,desayunar,Continuo Perfecto,I,Pasado,had been having breakfast,había estado desayunando
5561,5561,to have breakfast,desayunar,Continuo Perfecto,I,Futuro,will have been having breakfast,habré estado desayunando
5562,5562,to have breakfast,desayunar,Continuo Perfecto,you,Presente,have been having breakfast,has estado desayunando
5563,5563,to have breakfast,desayunar,Continuo Perfecto,you,Pasado,had been having breakfast,habías estado desayunando
5564,5564,to have breakfast,desayunar,Continuo Perfecto,you,Futuro,will have been having breakfast,habrás estado desayunando
5565,5565,to have breakfast,desayunar,Continuo Perfecto,he,Presente,has been having breakfast,el ha estado desayunando
5566,5566,to have breakfast,desayunar,Continuo Perfecto,she,Presente,has been having breakfast,ella ha estado desayunando
5567,5567,to have breakfast,desayunar,Continuo Perfecto,he,Pasado,had been having breakfast,habia estado desayunando
5568,5568,to have breakfast,desayunar,Continuo Perfecto,she,Pasado,had been having breakfast,ella había estado desayunando
5569,5569,to have breakfast,desayunar,Continuo Perfecto,he,Futuro,will have been having breakfast,habra estado desayunando
5570,5570,to have breakfast,desayunar,Continuo Perfecto,she,Futuro,will have been having breakfast,ella habrá estado desayunando
5571,5571,to have breakfast,desayunar,Continuo Perfecto,we,Presente,have been having breakfast,hemos estado desayunando
5572,5572,to have breakfast,desayunar,Continuo Perfecto,we,Pasado,had been having breakfast,habíamos estado desayunando
5573,5573,to have breakfast,desayunar,Continuo Perfecto,we,Futuro,will have been having breakfast,habremos estado desayunando
5574,5574,to have breakfast,desayunar,Continuo Perfecto,you,Presente,have been having breakfast,habremos estado desayunando...
5575,5575,to have breakfast,desayunar,Continuo Perfecto,you,Pasado,had been having breakfast,habías estado desayunando
5576,5576,to have breakfast,desayunar,Continuo Perfecto,you,Futuro,will have been having breakfast,habrás estado desayunando
5577,5577,to have breakfast,desayunar,Continuo Perfecto,they,Presente,have been having breakfast,han estado desayunando
5578,5578,to have breakfast,desayunar,Continuo Perfecto,they,Pasado,had been having breakfast,habían estado desayunando
5579,5579,to have breakfast,desayunar,Continuo Perfecto,they,Futuro,will have been having breakfast,habrán estado desayunando
5580,5580,to discover,descubrir,Indicativo,I,Presente,discover,descubro
5581,5581,to discover,descubrir,Indicativo,I,Pasado,discovered,yo descubrí
5582,5582,to discover,descubrir,Indicativo,I,Futuro,will discover,yo descubrí...
5583,5583,to discover,descubrir,Indicativo,you,Presente,discover,descubres
5584,5584,to discover,descubrir,Indicativo,you,Pasado,discovered,usted descubrió
5585,5585,to discover,descubrir,Indicativo,you,Futuro,will discover,usted descubrirá
5586,5586,to discover,descubrir,Indicativo,he,Presente,discovers,el descubre
5587,5587,to discover,descubrir,Indicativo,she,Presente,discovers,ella descubre
5588,5588,to discover,descubrir,Indicativo,he,Pasado,discovered,el descubrió
5589,5589,to discover,descubrir,Indicativo,she,Pasado,discovered,ella descubrió
5590,5590,to discover,descubrir,Indicativo,he,Futuro,will discover,él descubrirá
5591,5591,to discover,descubrir,Indicativo,she,Futuro,will discover,ella descubrirá
5592,5592,to discover,descubrir,Indicativo,we,Presente,discover,descubrimos
5593,5593,to discover,descubrir,Indicativo,we,Pasado,discovered,descubrimos
5594,5594,to discover,descubrir,Indicativo,we,Futuro,will discover,nosotros descubriremos
5595,5595,to discover,descubrir,Indicativo,you,Presente,discover,descubres
5596,5596,to discover,descubrir,Indicativo,you,Pasado,discovered,usted descubrió
5597,5597,to discover,descubrir,Indicativo,you,Futuro,will discover,usted descubrirá
5598,5598,to discover,descubrir,Indicativo,they,Presente,discover,ellos descubrieron
5599,5599,to discover,descubrir,Indicativo,they,Pasado,discovered,ellos descubrieron...
5600,5600,to discover,descubrir,Indicativo,they,Futuro,will discover,ellos descubrirán
5601,5601,to discover,descubrir,Perfecto,I,Presente,have discovered,yo he descubierto
5602,5602,to discover,descubrir,Perfecto,I,Pasado,had discovered,había descubierto
5603,5603,to discover,descubrir,Perfecto,I,Futuro,will have discovered,habré descubierto
5604,5604,to discover,descubrir,Perfecto,you,Presente,have discovered,has descubierto
5605,5605,to discover,descubrir,Perfecto,you,Pasado,had discovered,habías descubierto
5606,5606,to discover,descubrir,Perfecto,you,Futuro,will have discovered,habrás descubierto
5607,5607,to discover,descubrir,Perfecto,he,Presente,has discovered,el ha descubierto
5608,5608,to discover,descubrir,Perfecto,she,Presente,has discovered,ella ha descubierto
5609,5609,to discover,descubrir,Perfecto,he,Pasado,had discovered,el había descubierto
5610,5610,to discover,descubrir,Perfecto,she,Pasado,had discovered,ella había descubierto
5611,5611,to discover,descubrir,Perfecto,he,Futuro,will have discovered,él habrá descubierto
5612,5612,to discover,descubrir,Perfecto,she,Futuro,will have discovered,ella habrá descubierto
5613,5613,to discover,descubrir,Perfecto,we,Presente,have discovered,hemos descubierto
5614,5614,to discover,descubrir,Perfecto,we,Pasado,had discovered,habíamos descubierto
5615,5615,to discover,descubrir,Perfecto,we,Futuro,will have discovered,habremos descubierto
5616,5616,to discover,descubrir,Perfecto,you,Presente,have discovered,has descubierto
5617,5617,to discover,descubrir,Perfecto,you,Pasado,had discovered,habías descubierto
5618,5618,to discover,descubrir,Perfecto,you,Futuro,will have discovered,habrás descubierto
5619,5619,to discover,descubrir,Perfecto,they,Presente,have discovered,ellos han descubierto
5620,5620,to discover,descubrir,Perfecto,they,Pasado,had discovered,ellos habían descubierto
5621,5621,to discover,descubrir,Perfecto,they,Futuro,will have discovered,habrán descubierto
5622,5622,to discover,descubrir,Imperativo,you,Afirmativo,discover,descubrir
5623,5623,to discover,descubrir,Imperativo,you,Negativo,don't discover,descubrir...
5624,5624,to discover,descubrir,Imperativo,we,Afirmativo,let's discover,vamos a descubrir
5625,5625,to discover,descubrir,Imperativo,we,Negativo,let's not discover,no lo descubramos
5626,5626,to discover,descubrir,Imperativo,you,Afirmativo,discover,descubrir
5627,5627,to discover,descubrir,Imperativo,you,Negativo,don't discover,no descubrir
5628,5628,to discover,descubrir,Continuo,I,Presente,am discovering,estoy descubriendo
5629,5629,to discover,descubrir,Continuo,I,Pasado,was discovering,estaba descubriendo
5630,5630,to discover,descubrir,Continuo,I,Futuro,will be discovering,estaré descubriendo
5631,5631,to discover,descubrir,Continuo,you,Presente,are discovering,estas descubriendo
5632,5632,to discover,descubrir,Continuo,you,Pasado,were discovering,estabas descubriendo
5633,5633,to discover,descubrir,Continuo,you,Futuro,will be discovering,estarás descubriendo
5634,5634,to discover,descubrir,Continuo,he,Presente,is discovering,el esta descubriendo
5635,5635,to discover,descubrir,Continuo,she,Presente,is discovering,ella esta descubriendo
5636,5636,to discover,descubrir,Continuo,he,Pasado,was discovering,el estaba descubriendo
5637,5637,to discover,descubrir,Continuo,she,Pasado,was discovering,ella estaba descubriendo
5638,5638,to discover,descubrir,Continuo,he,Futuro,will be discovering,él estará descubriendo
5639,5639,to discover,descubrir,Continuo,she,Futuro,will be discovering,ella estará descubriendo
5640,5640,to discover,descubrir,Continuo,we,Presente,are discovering,estamos descubriendo
5641,5641,to discover,descubrir,Continuo,we,Pasado,were discovering,nosotros estábamos descubriendo
5642,5642,to discover,descubrir,Continuo,we,Futuro,will be discovering,estaremos descubriendo
5643,5643,to discover,descubrir,Continuo,you,Presente,are discovering,estas descubriendo
5644,5644,to discover,descubrir,Continuo,you,Pasado,were discovering,estabas descubriendo
5645,5645,to discover,descubrir,Continuo,you,Futuro,will be discovering,estarás descubriendo
5646,5646,to discover,descubrir,Continuo,they,Presente,are discovering,ellos estan descubriendo
5647,5647,to discover,descubrir,Continuo,they,Pasado,were discovering,ellos estaban descubriendo
5648,5648,to discover,descubrir,Continuo,they,Futuro,will be discovering,ellos estarán descubriendo
5649,5649,to discover,descubrir,Continuo Perfecto,I,Presente,have been discovering,he estado descubriendo
5650,5650,to discover,descubrir,Continuo Perfecto,I,Pasado,had been discovering,había estado descubriendo
5651,5651,to discover,descubrir,Continuo Perfecto,I,Futuro,will have been discovering,habré estado descubriendo
5652,5652,to discover,descubrir,Continuo Perfecto,you,Presente,have been discovering,has estado descubriendo
5653,5653,to discover,descubrir,Continuo Perfecto,you,Pasado,had been discovering,habías estado descubriendo
5654,5654,to discover,descubrir,Continuo Perfecto,you,Futuro,will have been discovering,habrás estado descubriendo
5655,5655,to discover,descubrir,Continuo Perfecto,he,Presente,has been discovering,el ha estado descubriendo
5656,5656,to discover,descubrir,Continuo Perfecto,she,Presente,has been discovering,ella ha estado descubriendo
5657,5657,to discover,descubrir,Continuo Perfecto,he,Pasado,had been discovering,él había estado descubriendo
5658,5658,to discover,descubrir,Continuo Perfecto,she,Pasado,had been discovering,ella había estado descubriendo
5659,5659,to discover,descubrir,Continuo Perfecto,he,Futuro,will have been discovering,él habrá estado descubriendo
5660,5660,to discover,descubrir,Continuo Perfecto,she,Futuro,will have been discovering,ella habrá estado descubriendo
5661,5661,to discover,descubrir,Continuo Perfecto,we,Presente,have been discovering,hemos estado descubriendo
5662,5662,to discover,descubrir,Continuo Perfecto,we,Pasado,had been discovering,habíamos estado descubriendo
5663,5663,to discover,descubrir,Continuo Perfecto,we,Futuro,will have been discovering,habremos estado descubriendo
5664,5664,to discover,descubrir,Continuo Perfecto,you,Presente,have been discovering,has estado descubriendo
5665,5665,to discover,descubrir,Continuo Perfecto,you,Pasado,had been discovering,habías estado descubriendo
5666,5666,to discover,descubrir,Continuo Perfecto,you,Futuro,will have been discovering,habrás estado descubriendo
